t,x,y,run,mass_key,paddle_key
17.017,4.233,-23.94,run15,M3,P6
17.117,4.675,-22.42,run15,M3,P6
17.217,4.97,-20.85,run15,M3,P6
17.317,5.019,-20.16,run15,M3,P6
17.417,5.166,-20.01,run15,M3,P6
17.517,5.019,-20.65,run15,M3,P6
17.618,4.872,-21.93,run15,M3,P6
17.718,4.528,-23.45,run15,M3,P6
17.818,4.135,-24.14,run15,M3,P6
17.918,3.988,-24.14,run15,M3,P6
18.018,3.595,-22.81,run15,M3,P6
18.118,3.791,-21.43,run15,M3,P6
18.218,4.037,-20.6,run15,M3,P6
18.318,4.282,-20.4,run15,M3,P6
18.418,4.577,-21.09,run15,M3,P6
18.518,4.921,-22.27,run15,M3,P6
18.619,5.068,-23.06,run15,M3,P6
18.719,5.068,-23.45,run15,M3,P6
18.819,5.068,-23.15,run15,M3,P6
18.919,4.872,-22.12,run15,M3,P6
19.019,4.528,-21.19,run15,M3,P6
19.119,4.184,-20.45,run15,M3,P6
19.219,3.939,-20.89,run15,M3,P6
19.319,3.644,-21.73,run15,M3,P6
19.419,3.742,-23.06,run15,M3,P6
19.52,3.988,-23.89,run15,M3,P6
19.62,4.381,-23.89,run15,M3,P6
19.72,4.773,-23.06,run15,M3,P6
19.82,5.019,-21.68,run15,M3,P6
19.92,5.117,-20.65,run15,M3,P6
20.02,5.215,-20.01,run15,M3,P6
20.12,5.019,-20.16,run15,M3,P6
20.22,4.773,-21.29,run15,M3,P6
20.32,4.626,-22.56,run15,M3,P6
20.42,4.184,-23.74,run15,M3,P6
20.52,3.89,-24.14,run15,M3,P6
20.621,3.89,-23.89,run15,M3,P6
20.721,3.84,-22.42,run15,M3,P6
20.821,4.037,-21.09,run15,M3,P6
20.921,4.381,-20.4,run15,M3,P6
21.021,4.724,-20.31,run15,M3,P6
21.121,4.97,-21.14,run15,M3,P6
21.221,5.166,-22.17,run15,M3,P6
21.321,5.117,-23.1,run15,M3,P6
21.421,5.117,-23.4,run15,M3,P6
21.521,4.773,-22.96,run15,M3,P6
21.622,4.332,-22.12,run15,M3,P6
21.722,4.037,-21.14,run15,M3,P6
21.822,3.84,-20.85,run15,M3,P6
21.922,3.742,-21.09,run15,M3,P6
22.022,3.89,-21.93,run15,M3,P6
22.122,4.135,-23.01,run15,M3,P6
22.222,4.528,-23.45,run15,M3,P6
22.322,4.823,-23.35,run15,M3,P6
22.422,4.97,-22.47,run15,M3,P6
22.523,5.117,-21.48,run15,M3,P6
22.623,5.117,-20.7,run15,M3,P6
22.723,5.068,-20.21,run15,M3,P6
22.823,4.724,-20.75,run15,M3,P6
22.923,4.381,-21.88,run15,M3,P6
23.023,4.086,-23.35,run15,M3,P6
23.123,3.84,-24.04,run15,M3,P6
23.223,3.791,-24.28,run15,M3,P6
23.323,3.939,-23.25,run15,M3,P6
23.423,4.282,-21.73,run15,M3,P6
23.523,4.577,-20.7,run15,M3,P6
23.624,4.773,-20.4,run15,M3,P6
23.724,4.872,-20.8,run15,M3,P6
23.824,5.019,-21.43,run15,M3,P6
23.924,5.166,-22.66,run15,M3,P6
24.024,4.97,-23.35,run15,M3,P6
24.124,4.479,-23.5,run15,M3,P6
24.224,4.037,-22.91,run15,M3,P6
24.324,3.89,-21.88,run15,M3,P6
24.424,3.742,-21.09,run15,M3,P6
24.524,3.742,-20.8,run15,M3,P6
24.625,3.89,-21.24,run15,M3,P6
24.725,4.086,-22.07,run15,M3,P6
24.825,4.43,-22.76,run15,M3,P6
24.925,4.823,-23.3,run15,M3,P6
25.025,4.97,-23.06,run15,M3,P6
25.125,5.117,-22.17,run15,M3,P6
25.225,5.019,-21.29,run15,M3,P6
25.325,4.823,-20.7,run15,M3,P6
25.425,4.43,-20.6,run15,M3,P6
25.526,4.282,-21.29,run15,M3,P6
25.626,3.988,-22.56,run15,M3,P6
25.726,3.89,-23.55,run15,M3,P6
25.826,3.89,-23.99,run15,M3,P6
25.926,4.135,-23.64,run15,M3,P6
26.026,4.43,-22.56,run15,M3,P6
26.126,4.773,-21.34,run15,M3,P6
26.226,4.921,-20.65,run15,M3,P6
26.326,5.019,-20.31,run15,M3,P6
26.426,5.117,-21.04,run15,M3,P6
26.526,5.068,-21.97,run15,M3,P6
26.627,4.872,-22.81,run15,M3,P6
26.727,4.381,-23.64,run15,M3,P6
26.827,4.135,-23.6,run15,M3,P6
26.927,3.939,-22.91,run15,M3,P6
27.027,3.595,-21.78,run15,M3,P6
27.127,3.988,-21.09,run15,M3,P6
27.227,4.135,-20.89,run15,M3,P6
27.327,4.381,-21.34,run15,M3,P6
27.427,4.724,-22.17,run15,M3,P6
27.527,5.019,-22.81,run15,M3,P6
27.628,5.166,-23.1,run15,M3,P6
27.728,5.166,-22.81,run15,M3,P6
27.828,4.97,-22.07,run15,M3,P6
27.928,4.675,-21.24,run15,M3,P6
28.028,4.43,-21.09,run15,M3,P6
28.128,4.184,-21.24,run15,M3,P6
28.228,3.89,-21.93,run15,M3,P6
28.328,3.791,-23.01,run15,M3,P6
28.428,3.89,-23.69,run15,M3,P6
28.529,4.282,-23.69,run15,M3,P6
28.629,4.577,-22.96,run15,M3,P6
28.729,4.823,-21.93,run15,M3,P6
28.829,5.068,-20.94,run15,M3,P6
28.929,5.166,-20.45,run15,M3,P6
29.029,5.117,-20.6,run15,M3,P6
29.129,4.921,-21.29,run15,M3,P6
29.229,4.675,-22.32,run15,M3,P6
29.329,4.233,-23.25,run15,M3,P6
29.429,4.086,-23.84,run15,M3,P6
29.529,3.742,-23.6,run15,M3,P6
29.63,3.742,-22.47,run15,M3,P6
29.73,3.988,-21.63,run15,M3,P6
29.83,4.233,-20.85,run15,M3,P6
29.93,4.479,-20.94,run15,M3,P6
30.03,4.773,-21.34,run15,M3,P6
30.13,5.068,-22.07,run15,M3,P6
30.23,5.166,-22.76,run15,M3,P6
30.33,5.019,-22.91,run15,M3,P6
30.43,4.773,-22.71,run15,M3,P6
30.53,4.43,-22.07,run15,M3,P6
30.631,4.282,-21.39,run15,M3,P6
30.731,3.988,-21.04,run15,M3,P6
30.831,3.84,-21.43,run15,M3,P6
30.931,3.742,-22.12,run15,M3,P6
31.031,3.939,-23.01,run15,M3,P6
31.131,4.332,-23.15,run15,M3,P6
31.231,4.626,-23.1,run15,M3,P6
31.331,5.019,-22.42,run15,M3,P6
31.431,5.117,-21.68,run15,M3,P6
31.532,5.117,-20.89,run15,M3,P6
31.632,5.117,-20.75,run15,M3,P6
31.732,4.921,-20.94,run15,M3,P6
31.832,4.577,-21.83,run15,M3,P6
31.932,4.282,-22.76,run15,M3,P6
32.032,3.988,-23.64,run15,M3,P6
32.132,3.89,-23.89,run15,M3,P6
32.232,3.84,-23.01,run15,M3,P6
32.332,4.086,-21.97,run15,M3,P6
32.432,4.43,-21.09,run15,M3,P6
32.532,4.724,-20.6,run15,M3,P6
32.633,4.921,-20.94,run15,M3,P6
32.733,5.117,-21.48,run15,M3,P6
32.833,5.068,-22.32,run15,M3,P6
32.933,5.068,-22.71,run15,M3,P6
33.033,4.773,-22.96,run15,M3,P6
33.133,4.332,-22.56,run15,M3,P6
33.233,3.988,-21.93,run15,M3,P6
33.333,3.89,-21.48,run15,M3,P6
33.433,3.693,-21.19,run15,M3,P6
33.533,3.742,-21.29,run15,M3,P6
33.634,4.086,-22.02,run15,M3,P6
33.734,4.43,-22.61,run15,M3,P6
33.834,4.724,-22.91,run15,M3,P6
33.934,4.872,-22.81,run15,M3,P6
34.034,4.97,-22.27,run15,M3,P6
34.134,5.068,-21.34,run15,M3,P6
34.234,4.724,-20.89,run15,M3,P6
34.334,4.43,-20.89,run15,M3,P6
34.434,4.233,-21.24,run15,M3,P6
34.535,3.988,-22.27,run15,M3,P6
34.635,3.84,-23.1,run15,M3,P6
34.735,3.84,-23.74,run15,M3,P6
34.835,3.939,-23.4,run15,M3,P6
